text,sentiment,clean_text
"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",negative,well  your new baggage fees  fare structures and reduced legroom has turned you into every other hated carrier in the us  congrats
"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",negative,complt incompetence on flt 295 lav delay from a pln that lnded last nite  no internet and poor svc  not what i expect from u 
@united seriously #fail on making strangers share a room,negative,seriously  fail on making strangers share a room
@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,neutral,arkansas gov  plans to sign governor sb 202 that legalizes discrimination of lgbt can you lend your voice to a state boycott 
"@AmericanAir I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh",negative,i guess that is your way of saying thanks for sharing but i can t help you  good luck  happy birthday to me  ugh
@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,neutral,any idea why flight 5392 from hsv to dfw tomorrow cancelled flightled about 45 minutes ago 
Why? 😒 RT @JetBlue Our fleet's on fleek. http://t.co/I7Ut2ZvHCO,negative,why    rt our fleet s on fleek 
@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,positive,great to hear thankyou so much  greatly appreciate your replies  feel much more settled now 
@VirginAmerica when can I book my flight to Hawaii??,neutral,when can i book my flight to hawaii  
@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,negative,flight 3763 iad sat  we re on the outdoor track for an hour
@USAirways thanks for making me miss my meeting in Dallas. 700 dollars down the toilet 😊,negative,thanks for making me miss my meeting in dallas  700 dollars down the toilet  
@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,negative,one of my bags didn t make it to my destination  i have the claim ticket  any way to help out with a status on the location 
"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic",negative,30 min delay for mechanics to replace rivets  30 mins late flightr  turns out mechanics had wrong size rivets  35 more mins  pathetic
@VirginAmerica thanks so much!,positive,thanks so much 
@AmericanAir message and pics sent...,neutral,message and pics sent   
@united @annricord Great! Appreciate it😊,positive,great  appreciate it 
"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",negative,can you help  is in the wrong  stuck in florida 3days  they need to learn from real airlines 
"@united how much longer will it take? It a guitar, not a royal commission!",negative,how much longer will it take  it a guitar  not a royal commission 
@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,negative,  thanks for cancelled flighting our flight to bos  we re stranded in den til wed night  the 7 of us will never fly  southwest again
@SouthwestAir shhhh i don't want something else to steal our deal😉,positive,shhhh i don t want something else to steal our deal 
"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",negative,i requested an online refund option they denied saying the ticket was used  hope they understand the problem from your approach
@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,negative,  i did that as soon as i realized  will they try to figure out who is stealing from people s bags  security cameras  anything 
@USAirways it was customer service like I have never seen before!  Kudos to your organization.,positive,it was customer service like i have never seen before  kudos to your organization 
"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat.",neutral,while i m asking  2 of my 11 non upgraded flights  attendants came  amp  greeted me  amp  thanked me for my business b c i was exec plat 
Spend 1 HOUR on hold with @USAirways .,negative,spend 1 hour on hold with  
@JetBlue well mine sure aren't anything to write home about!,neutral,well mine sure aren t anything to write home about 
@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!,negative,i know one thing would never treat their customers like this    
@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!,positive,got it squared away  thank you  i had a man on the inside help me out 
@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi,positive,so excited about our last minute trip to  and she doesn t know yet  
"@USAirways Thanks, but you can't. My flight was Cancelled Flightled for ""maintenance"" reasons, and the next available flight was too Late Flight for me.",negative,thanks  but you can t  my flight was cancelled flightled for  maintenance  reasons  and the next available flight was too late flight for me 
@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude,negative,i ve witnessed a manager named denise yell at 2 different customers with my same issue   rude
@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺,negative,cancelled flighted my flight  went with another airline 2 leave 2day  they cancelled flighted also  called jetblue  amp  got same flight but now  250 more 
